OTU,RA,SampleID,Notes,ExperimentName,Date,OriginalSampleTypeName,VesselTypeName,VesselName,DilutionDenominator,SampleDay,SampleTimePoint,Day/TimePoint,SampleTimeHourOfDay,SampleTypeName,SamplingProtocolName,MediumName,Replicates,ReplicateGroup,DonorName,ZymoID,VesselVolume,VesselStirring,InitialpH,SetTemperature,SugarTitration,FedBatch
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia,0.0,SD647,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_37V3V4,,,,,,
k__Bacteria;p__Chlamydiae;c__Chlamydiae,0.0,SD647,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_37V3V4,,,,,,
k__Bacteria;p__Lentisphaerae;c__Lentisphaeria,0.0,SD647,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_37V3V4,,,,,,
k__Bacteria;p__Planctomycetes;c__NA,0.0,SD647,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_37V3V4,,,,,,
k__Bacteria;p__Bacteroidetes;c__Cytophagia,0.0,SD647,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_37V3V4,,,,,,
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci,0.0,SD647,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_37V3V4,,,,,,
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia,0.0,SD647,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_37V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__NA,0.0,SD647,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_37V3V4,,,,,,
k__Bacteria;p__Acidobacteria;c__Acidobacteria,0.0,SD647,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_37V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia,0.0,SD647,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_37V3V4,,,,,,
k__Archaea;p__Euryarchaeota;c__Methanobacteria,0.0,SD647,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_37V3V4,,,,,,
k__Bacteria;p__Synergistetes;c__Synergistia,0.0,SD647,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_37V3V4,,,,,,
k__Bacteria;p__Verrucomicrobia;c__Opitutae,0.0,SD647,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_37V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,0.0,SD647,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_37V3V4,,,,,,
k__Archaea;p__Euryarchaeota;c__Methanomicrobia,0.0,SD647,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_37V3V4,,,,,,
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia,0.0,SD647,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_37V3V4,,,,,,
k__Bacteria;p__Deferribacteres;c__Deferribacteres,0.0,SD647,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_37V3V4,,,,,,
k__Bacteria;p__Saccharibacteria;c__NA,0.0,SD647,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_37V3V4,,,,,,
k__Bacteria;p__Planctomycetes;c__Planctomycetacia,0.0,SD647,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_37V3V4,,,,,,
k__Bacteria;p__Cyanobacteria;c__Chloroplast,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Bacteria;p__Tenericutes;c__Mollicutes,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Bacteria;p__Fusobacteria;c__Fusobacteriia,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Bacteria;p__Chlamydiae;c__Chlamydiae,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Bacteria;p__Lentisphaerae;c__Lentisphaeria,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Bacteria;p__Planctomycetes;c__NA,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Bacteria;p__Bacteroidetes;c__Cytophagia,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__NA,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Bacteria;p__Acidobacteria;c__Acidobacteria,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Archaea;p__Euryarchaeota;c__Methanobacteria,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Bacteria;p__Synergistetes;c__Synergistia,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Bacteria;p__Verrucomicrobia;c__Opitutae,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Archaea;p__Euryarchaeota;c__Methanomicrobia,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Bacteria;p__Deferribacteres;c__Deferribacteres,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Bacteria;p__Saccharibacteria;c__NA,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Bacteria;p__Planctomycetes;c__Planctomycetacia,0.0,SD648,row stool,RD380,09/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD380 - 2,ELK,zr3282_38V3V4,,,,,,
k__Bacteria;p__Cyanobacteria;c__Chloroplast,0.0,SD757,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_67V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,0.0,SD757,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_67V3V4,,,,,,
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,0.0,SD757,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_67V3V4,,,,,,
k__Bacteria;p__Fusobacteria;c__Fusobacteriia,0.0,SD757,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_67V3V4,,,,,,
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia,0.0,SD757,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_67V3V4,,,,,,
k__Bacteria;p__Chlamydiae;c__Chlamydiae,0.0,SD757,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_67V3V4,,,,,,
k__Bacteria;p__Lentisphaerae;c__Lentisphaeria,0.0,SD757,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_67V3V4,,,,,,
k__Bacteria;p__Planctomycetes;c__NA,0.0,SD757,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_67V3V4,,,,,,
k__Bacteria;p__Bacteroidetes;c__Cytophagia,0.0,SD757,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_67V3V4,,,,,,
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci,0.0,SD757,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_67V3V4,,,,,,
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia,0.0,SD757,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_67V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__NA,0.0,SD757,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_67V3V4,,,,,,
k__Bacteria;p__Acidobacteria;c__Acidobacteria,0.0,SD757,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_67V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia,0.0,SD757,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_67V3V4,,,,,,
k__Archaea;p__Euryarchaeota;c__Methanobacteria,0.0,SD757,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_67V3V4,,,,,,
k__Bacteria;p__Synergistetes;c__Synergistia,0.0,SD757,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_67V3V4,,,,,,
k__Bacteria;p__Verrucomicrobia;c__Opitutae,0.0,SD757,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_67V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,0.0,SD757,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_67V3V4,,,,,,
k__Archaea;p__Euryarchaeota;c__Methanomicrobia,0.0,SD757,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_67V3V4,,,,,,
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia,0.0,SD757,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_67V3V4,,,,,,
k__Bacteria;p__Deferribacteres;c__Deferribacteres,0.0,SD757,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_67V3V4,,,,,,
k__Bacteria;p__Saccharibacteria;c__NA,0.0,SD757,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_67V3V4,,,,,,
k__Bacteria;p__Planctomycetes;c__Planctomycetacia,0.0,SD757,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_67V3V4,,,,,,
k__Bacteria;p__Cyanobacteria;c__Chloroplast,0.0,SD758,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_68V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,0.0,SD758,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_68V3V4,,,,,,
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,0.0,SD758,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_68V3V4,,,,,,
k__Bacteria;p__Fusobacteria;c__Fusobacteriia,0.0,SD758,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_68V3V4,,,,,,
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia,0.0,SD758,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_68V3V4,,,,,,
k__Bacteria;p__Chlamydiae;c__Chlamydiae,0.0,SD758,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_68V3V4,,,,,,
k__Bacteria;p__Lentisphaerae;c__Lentisphaeria,0.0,SD758,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_68V3V4,,,,,,
k__Bacteria;p__Planctomycetes;c__NA,0.0,SD758,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_68V3V4,,,,,,
k__Bacteria;p__Bacteroidetes;c__Cytophagia,0.0,SD758,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_68V3V4,,,,,,
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci,0.0,SD758,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_68V3V4,,,,,,
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia,0.0,SD758,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_68V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__NA,0.0,SD758,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_68V3V4,,,,,,
k__Bacteria;p__Acidobacteria;c__Acidobacteria,0.0,SD758,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_68V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia,0.0,SD758,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_68V3V4,,,,,,
k__Archaea;p__Euryarchaeota;c__Methanobacteria,0.0,SD758,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_68V3V4,,,,,,
k__Bacteria;p__Synergistetes;c__Synergistia,0.0,SD758,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_68V3V4,,,,,,
k__Bacteria;p__Verrucomicrobia;c__Opitutae,0.0,SD758,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_68V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,0.0,SD758,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_68V3V4,,,,,,
k__Archaea;p__Euryarchaeota;c__Methanomicrobia,0.0,SD758,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_68V3V4,,,,,,
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia,0.0,SD758,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_68V3V4,,,,,,
k__Bacteria;p__Deferribacteres;c__Deferribacteres,0.0,SD758,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_68V3V4,,,,,,
k__Bacteria;p__Saccharibacteria;c__NA,0.0,SD758,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_68V3V4,,,,,,
k__Bacteria;p__Planctomycetes;c__Planctomycetacia,0.0,SD758,FL 1:20,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,RD381 - 1,ELK,zr3282_68V3V4,,,,,,
k__Bacteria;p__Cyanobacteria;c__Chloroplast,0.0,SD761,row stool,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD381 - 2,ELK,zr3282_69V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,0.0,SD761,row stool,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD381 - 2,ELK,zr3282_69V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,0.0,SD761,row stool,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD381 - 2,ELK,zr3282_69V3V4,,,,,,
k__Bacteria;p__Tenericutes;c__Mollicutes,0.0,SD761,row stool,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD381 - 2,ELK,zr3282_69V3V4,,,,,,
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,0.0,SD761,row stool,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD381 - 2,ELK,zr3282_69V3V4,,,,,,
k__Bacteria;p__Fusobacteria;c__Fusobacteriia,0.0,SD761,row stool,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD381 - 2,ELK,zr3282_69V3V4,,,,,,
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia,0.0,SD761,row stool,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD381 - 2,ELK,zr3282_69V3V4,,,,,,
k__Bacteria;p__Chlamydiae;c__Chlamydiae,0.0,SD761,row stool,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD381 - 2,ELK,zr3282_69V3V4,,,,,,
k__Bacteria;p__Lentisphaerae;c__Lentisphaeria,0.0,SD761,row stool,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD381 - 2,ELK,zr3282_69V3V4,,,,,,
k__Bacteria;p__Planctomycetes;c__NA,0.0,SD761,row stool,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD381 - 2,ELK,zr3282_69V3V4,,,,,,
k__Bacteria;p__Bacteroidetes;c__Cytophagia,0.0,SD761,row stool,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD381 - 2,ELK,zr3282_69V3V4,,,,,,
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci,0.0,SD761,row stool,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD381 - 2,ELK,zr3282_69V3V4,,,,,,
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia,0.0,SD761,row stool,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD381 - 2,ELK,zr3282_69V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__NA,0.0,SD761,row stool,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD381 - 2,ELK,zr3282_69V3V4,,,,,,
k__Bacteria;p__Acidobacteria;c__Acidobacteria,0.0,SD761,row stool,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD381 - 2,ELK,zr3282_69V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia,0.0,SD761,row stool,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD381 - 2,ELK,zr3282_69V3V4,,,,,,
k__Archaea;p__Euryarchaeota;c__Methanobacteria,0.0,SD761,row stool,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD381 - 2,ELK,zr3282_69V3V4,,,,,,
k__Bacteria;p__Synergistetes;c__Synergistia,0.0,SD761,row stool,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD381 - 2,ELK,zr3282_69V3V4,,,,,,
k__Bacteria;p__Verrucomicrobia;c__Opitutae,0.0,SD761,row stool,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD381 - 2,ELK,zr3282_69V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,0.0,SD761,row stool,RD381,15/03/2020,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,2,RD381 - 2,ELK,zr3282_69V3V4,,,,,,
